CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,Cluster,Segment
15154,75,1,254.28,89,254.28,66,2,Regular / Growth
15156,1,3,961.49,597,320.4966667,51,1,High-Value Loyal
15157,4,3,1936.07,2392,645.3566667,125,1,High-Value Loyal
15158,45,1,401.4,198,401.4,7,2,Regular / Growth
15159,2,30,18641.01,11441,621.367,363,1,High-Value Loyal
15160,357,1,158.16,84,158.16,4,0,At-Risk / Low-Value
15163,18,2,304.47,186,152.235,29,2,Regular / Growth
15164,69,3,824.58,351,274.86,79,2,Regular / Growth
15165,373,1,487.75,160,487.75,27,2,Regular / Growth
15167,321,1,158.8,65,158.8,39,0,At-Risk / Low-Value
15168,26,1,106.56,52,106.56,5,0,At-Risk / Low-Value
15171,331,1,1289.5,290,1289.5,5,2,Regular / Growth
15172,9,5,1624.05,1611,324.81,106,1,High-Value Loyal
15174,323,1,135.75,145,135.75,11,0,At-Risk / Low-Value
15175,72,1,224.14,454,224.14,23,2,Regular / Growth
15178,260,1,40.5,30,40.5,3,0,At-Risk / Low-Value
15179,18,5,2206.95,1938,441.39,91,1,High-Value Loyal
15180,367,1,87.5,36,87.5,6,0,At-Risk / Low-Value
15181,66,3,689.48,544,229.8266667,11,2,Regular / Growth
15182,154,2,622.85,253,311.425,24,2,Regular / Growth
15184,29,2,402.2,199,201.1,59,2,Regular / Growth
15185,70,1,310.62,666,310.62,21,2,Regular / Growth
15186,14,2,411.41,215,205.705,17,2,Regular / Growth
15187,2,16,4777.18,1887,298.57375,61,1,High-Value Loyal
15189,1,41,16225.39,6149,395.7412195,80,1,High-Value Loyal
15192,120,3,1044.32,918,348.1066667,36,2,Regular / Growth
15193,61,1,499.32,144,499.32,19,2,Regular / Growth
15194,3,15,7616.53,5703,507.7686667,209,1,High-Value Loyal
15195,3,1,3861.0,1404,3861.0,1,2,Regular / Growth
15197,11,3,1079.61,469,359.87,30,2,Regular / Growth
15198,92,2,193.64,120,96.82,10,0,At-Risk / Low-Value
15199,59,4,1268.7,396,317.175,5,2,Regular / Growth
15201,87,5,1236.54,1210,247.308,35,2,Regular / Growth
15203,26,6,1827.8,1753,304.6333333,82,1,High-Value Loyal
15204,357,1,316.58,258,316.58,9,0,At-Risk / Low-Value
15205,85,2,653.24,378,326.62,37,2,Regular / Growth
15206,10,4,420.3,162,105.075,3,0,At-Risk / Low-Value
15208,1,5,870.12,316,174.024,25,2,Regular / Growth
15210,225,1,331.18,228,331.18,20,2,Regular / Growth
15211,60,2,894.41,240,447.205,52,2,Regular / Growth
15212,241,1,101.8,36,101.8,5,0,At-Risk / Low-Value
15213,319,2,328.35,272,164.175,22,0,At-Risk / Low-Value
15214,2,8,1661.44,1254,207.68,109,1,High-Value Loyal
15215,47,3,734.94,225,244.98,33,2,Regular / Growth
15216,88,1,96.6,28,96.6,2,0,At-Risk / Low-Value
15218,11,11,5756.89,3329,523.3536364,77,1,High-Value Loyal
15219,176,1,305.75,45,305.75,9,0,At-Risk / Low-Value
15220,52,6,1778.96,1393,296.4933333,110,1,High-Value Loyal
15221,366,1,403.25,43,403.25,5,0,At-Risk / Low-Value
15222,319,1,585.0,440,585.0,5,2,Regular / Growth
15223,226,2,755.75,213,377.875,14,2,Regular / Growth
15224,358,2,322.08,152,161.04,13,0,At-Risk / Low-Value
15225,234,1,409.4,226,409.4,23,2,Regular / Growth
15226,311,1,154.41,71,154.41,8,0,At-Risk / Low-Value
15227,37,5,1219.4,750,243.88,43,2,Regular / Growth
15228,66,4,3386.71,2255,846.6775,110,1,High-Value Loyal
15230,239,2,429.6,351,214.8,23,2,Regular / Growth
15232,113,2,612.06,686,306.03,26,2,Regular / Growth
15234,277,1,197.0,196,197.0,14,0,At-Risk / Low-Value
15235,218,12,2247.51,1324,187.2925,132,1,High-Value Loyal
15236,299,1,321.05,269,321.05,15,0,At-Risk / Low-Value
15237,2,4,1412.32,1071,353.08,94,1,High-Value Loyal
15238,29,3,1071.99,692,357.33,49,2,Regular / Growth
15239,10,2,780.59,594,390.295,48,2,Regular / Growth
15240,45,5,1706.57,1369,341.314,58,1,High-Value Loyal
15241,67,8,1756.44,1818,219.555,82,1,High-Value Loyal
15243,74,1,316.68,185,316.68,22,2,Regular / Growth
15244,65,2,631.57,405,315.785,31,2,Regular / Growth
15245,134,3,2515.84,1784,838.6133333,55,2,Regular / Growth
15246,238,2,514.15,247,257.075,32,2,Regular / Growth
15247,122,1,356.0,160,356.0,6,0,At-Risk / Low-Value
15249,32,13,6688.46,3577,514.4969231,211,1,High-Value Loyal
15251,9,11,10484.99,6171,953.1809091,97,1,High-Value Loyal
15252,36,2,740.78,522,370.39,44,2,Regular / Growth
15253,16,5,918.2,866,183.64,52,2,Regular / Growth
15254,127,1,300.36,275,300.36,18,2,Regular / Growth
15255,67,1,890.85,489,890.85,47,2,Regular / Growth
15256,149,1,98.45,55,98.45,6,0,At-Risk / Low-Value
15257,283,1,317.15,46,317.15,7,0,At-Risk / Low-Value
15258,169,2,623.16,142,311.58,32,2,Regular / Growth
15260,100,7,1810.77,885,258.6814286,62,1,High-Value Loyal
15261,135,1,254.82,270,254.82,19,0,At-Risk / Low-Value
15262,324,1,178.95,73,178.95,10,0,At-Risk / Low-Value
15263,107,1,156.51,89,156.51,12,0,At-Risk / Low-Value
15264,64,1,393.74,265,393.74,23,2,Regular / Growth
15265,151,2,1506.12,612,753.06,76,2,Regular / Growth
15266,338,1,119.3,18,119.3,6,0,At-Risk / Low-Value
15267,22,5,1717.36,944,343.472,8,2,Regular / Growth
15269,24,1,408.8,26,408.8,2,0,At-Risk / Low-Value
15270,16,7,2379.49,1521,339.9271429,22,1,High-Value Loyal
15271,7,15,2493.34,1251,166.2226667,184,1,High-Value Loyal
15272,57,2,721.94,310,360.97,63,2,Regular / Growth
15274,4,2,716.57,619,358.285,44,2,Regular / Growth
15275,38,1,615.14,498,615.14,41,2,Regular / Growth
15276,66,1,128.63,61,128.63,49,0,At-Risk / Low-Value
15277,47,1,255.9,205,255.9,12,0,At-Risk / Low-Value
15279,355,1,290.51,189,290.51,19,0,At-Risk / Low-Value
15280,172,1,113.12,154,113.12,16,0,At-Risk / Low-Value
15281,59,9,2332.15,1211,259.1277778,121,1,High-Value Loyal
15286,50,1,240.55,55,240.55,3,0,At-Risk / Low-Value
15287,22,2,486.69,433,243.345,17,2,Regular / Growth
15288,43,5,2306.52,775,461.304,80,1,High-Value Loyal
15289,29,3,939.78,1008,313.26,43,2,Regular / Growth
15290,5,18,7943.22,4501,441.29,93,1,High-Value Loyal
15291,26,15,4668.3,2103,311.22,62,1,High-Value Loyal
15292,201,1,178.39,55,178.39,24,0,At-Risk / Low-Value
15296,51,6,3672.86,1766,612.1433333,137,1,High-Value Loyal
15297,10,3,641.94,292,213.98,30,2,Regular / Growth
15298,2,12,4799.9,3116,399.9916667,115,1,High-Value Loyal
15299,67,7,4507.01,2948,643.8585714,7,1,High-Value Loyal
15300,64,1,496.44,292,496.44,28,2,Regular / Growth
15301,51,12,5049.95,2751,420.8291667,167,1,High-Value Loyal
15303,290,1,574.02,248,574.02,31,2,Regular / Growth
15304,61,8,694.4,104,86.8,8,0,At-Risk / Low-Value
15306,64,3,1174.35,810,391.45,57,2,Regular / Growth
15307,96,1,205.3,37,205.3,12,0,At-Risk / Low-Value
15308,274,1,310.47,175,310.47,19,0,At-Risk / Low-Value
15311,1,91,60632.75,38147,666.293956,567,1,High-Value Loyal
15312,75,4,924.85,516,231.2125,42,2,Regular / Growth
15313,110,1,52.0,25,52.0,1,0,At-Risk / Low-Value
15314,199,1,327.97,313,327.97,24,2,Regular / Growth
15315,64,2,570.5,862,285.25,35,2,Regular / Growth
15316,327,1,165.0,100,165.0,1,0,At-Risk / Low-Value
15318,4,1,312.62,642,312.62,33,2,Regular / Growth
15319,284,1,204.5,175,204.5,16,0,At-Risk / Low-Value
15320,44,1,267.13,326,267.13,36,2,Regular / Growth
15321,71,3,2748.31,1181,916.1033333,83,1,High-Value Loyal
15322,86,1,679.68,416,679.68,42,2,Regular / Growth
15325,104,1,161.74,231,161.74,47,0,At-Risk / Low-Value
15326,334,1,311.71,386,311.71,29,2,Regular / Growth
15327,53,1,208.75,116,208.75,10,0,At-Risk / Low-Value
15329,39,3,1049.7,486,349.9,51,2,Regular / Growth
15330,32,2,714.96,1312,357.48,10,2,Regular / Growth
15332,366,4,1661.06,652,415.265,29,2,Regular / Growth
15333,208,1,1028.56,344,1028.56,16,2,Regular / Growth
15334,157,3,350.82,273,116.94,67,2,Regular / Growth
15335,54,1,170.22,79,170.22,34,0,At-Risk / Low-Value
15339,66,2,574.07,416,287.035,77,2,Regular / Growth
15341,81,1,2020.52,812,2020.52,17,2,Regular / Growth
15342,130,1,406.09,283,406.09,24,2,Regular / Growth
15343,87,1,364.5,84,364.5,21,0,At-Risk / Low-Value
15344,1,3,563.94,116,187.98,21,2,Regular / Growth
15345,46,1,393.54,81,393.54,20,2,Regular / Growth
15346,333,1,252.42,144,252.42,17,0,At-Risk / Low-Value
15347,366,1,201.6,130,201.6,5,0,At-Risk / Low-Value
15348,72,1,158.04,84,158.04,9,0,At-Risk / Low-Value
15349,158,2,463.91,321,231.955,65,2,Regular / Growth
15350,373,1,115.65,51,115.65,5,0,At-Risk / Low-Value
15351,12,7,1934.66,742,276.38,157,1,High-Value Loyal
15353,255,2,770.12,341,385.06,59,2,Regular / Growth
15355,29,2,277.05,45,138.525,9,0,At-Risk / Low-Value
15356,31,10,2718.03,1643,271.803,215,1,High-Value Loyal
15358,5,22,8347.2,7050,379.4181818,292,1,High-Value Loyal
15360,40,1,427.93,223,427.93,13,2,Regular / Growth
15361,362,1,418.92,336,418.92,7,0,At-Risk / Low-Value
15363,373,1,326.0,144,326.0,16,0,At-Risk / Low-Value
15364,96,2,913.19,493,456.595,29,2,Regular / Growth
15365,26,7,2314.32,1084,330.6171429,65,1,High-Value Loyal
15366,75,2,602.51,621,301.255,37,2,Regular / Growth
15367,57,4,1877.59,1057,469.3975,91,1,High-Value Loyal
15368,21,1,446.94,230,446.94,4,2,Regular / Growth
15370,41,7,2386.05,830,340.8642857,65,1,High-Value Loyal
15372,137,1,2007.4,2924,2007.4,27,2,Regular / Growth
15373,8,12,2415.91,500,201.3258333,74,1,High-Value Loyal
15374,129,1,168.0,126,168.0,3,0,At-Risk / Low-Value
15376,40,3,1221.56,615,407.1866667,100,2,Regular / Growth
15379,169,7,3703.29,2305,529.0414286,145,1,High-Value Loyal
15380,9,5,1690.26,376,338.052,22,2,Regular / Growth
15381,214,2,596.85,171,298.425,8,0,At-Risk / Low-Value
15382,15,6,5955.71,4012,992.6183333,193,1,High-Value Loyal
15384,170,2,642.41,596,321.205,34,2,Regular / Growth
15385,40,1,316.88,161,316.88,12,0,At-Risk / Low-Value
15386,186,1,394.14,446,394.14,31,2,Regular / Growth
15388,270,1,140.54,88,140.54,10,0,At-Risk / Low-Value
15389,172,1,500.0,400,500.0,1,0,At-Risk / Low-Value
15392,5,4,1535.53,1277,383.8825,74,1,High-Value Loyal
15393,16,2,231.86,150,115.93,10,0,At-Risk / Low-Value
15394,10,4,2183.54,910,545.885,54,1,High-Value Loyal
15395,326,1,107.45,17,107.45,7,0,At-Risk / Low-Value
15396,113,1,288.18,122,288.18,14,0,At-Risk / Low-Value
15397,290,1,94.0,20,94.0,6,0,At-Risk / Low-Value
15398,16,2,1345.53,769,672.765,60,2,Regular / Growth
15399,1,3,815.77,611,271.9233333,45,1,High-Value Loyal
15400,92,5,716.2,390,143.24,10,2,Regular / Growth
15402,149,2,626.77,694,313.385,35,2,Regular / Growth
15405,189,1,349.1,193,349.1,8,0,At-Risk / Low-Value
15406,31,2,510.71,254,255.355,51,2,Regular / Growth
15407,34,4,1046.74,552,261.685,142,2,Regular / Growth
15408,264,1,267.18,106,267.18,34,0,At-Risk / Low-Value
15410,84,8,3450.84,1200,431.355,48,1,High-Value Loyal
15411,26,4,1348.93,529,337.2325,86,2,Regular / Growth
15412,171,1,190.53,108,190.53,10,0,At-Risk / Low-Value
15414,10,3,774.9,443,258.3,37,2,Regular / Growth
15415,313,1,559.61,551,559.61,46,2,Regular / Growth
15416,65,4,3984.32,2090,996.08,165,1,High-Value Loyal
15417,85,1,508.8,284,508.8,28,2,Regular / Growth
15419,25,1,135.86,230,135.86,8,0,At-Risk / Low-Value
15421,59,4,950.36,500,237.59,40,2,Regular / Growth
15422,323,2,97.7,38,48.85,6,0,At-Risk / Low-Value
15423,38,1,43.5,101,43.5,2,0,At-Risk / Low-Value
15424,254,2,383.34,554,191.67,17,2,Regular / Growth
15426,19,5,1404.07,656,280.814,217,1,High-Value Loyal
15427,33,3,1430.54,967,476.8466667,233,1,High-Value Loyal
15428,15,1,93.78,102,93.78,6,0,At-Risk / Low-Value
15429,27,2,397.35,380,198.675,77,2,Regular / Growth
15432,23,1,171.19,65,171.19,10,0,At-Risk / Low-Value
15433,214,2,533.3,534,266.65,40,2,Regular / Growth
15434,8,5,1041.48,647,208.296,40,2,Regular / Growth
15435,22,1,149.29,54,149.29,29,0,At-Risk / Low-Value
15436,12,3,1067.75,574,355.9166667,243,1,High-Value Loyal
15437,262,1,200.16,79,200.16,44,0,At-Risk / Low-Value
15438,131,1,156.58,59,156.58,25,0,At-Risk / Low-Value
15440,55,3,383.68,197,127.8933333,50,2,Regular / Growth
15442,249,1,594.0,120,594.0,2,0,At-Risk / Low-Value
15443,2,7,3213.59,1639,459.0842857,237,1,High-Value Loyal
15444,9,2,1411.21,759,705.605,191,1,High-Value Loyal
15445,264,1,113.5,58,113.5,5,0,At-Risk / Low-Value
15447,331,1,155.17,85,155.17,9,0,At-Risk / Low-Value
15448,313,1,494.64,232,494.64,28,2,Regular / Growth
15449,26,3,974.52,812,324.84,47,2,Regular / Growth
15450,30,1,429.84,376,429.84,30,2,Regular / Growth
15452,30,3,528.48,280,176.16,47,2,Regular / Growth
15453,2,7,1371.77,837,195.9671429,169,1,High-Value Loyal
15454,362,1,179.1,86,179.1,23,0,At-Risk / Low-Value
15456,283,3,434.59,633,144.8633333,48,2,Regular / Growth
15457,262,1,237.07,132,237.07,56,0,At-Risk / Low-Value
15458,25,1,161.64,156,161.64,7,0,At-Risk / Low-Value
15460,354,1,214.26,107,214.26,53,0,At-Risk / Low-Value
15462,94,3,234.6,172,78.2,9,0,At-Risk / Low-Value
15463,29,1,126.14,106,126.14,7,0,At-Risk / Low-Value
15464,338,1,1044.65,348,1044.65,155,2,Regular / Growth
15465,20,18,7354.62,1257,408.59,43,1,High-Value Loyal
15466,85,1,334.53,246,334.53,56,2,Regular / Growth
15467,9,3,524.88,310,174.96,41,2,Regular / Growth
15468,51,2,467.51,155,233.755,24,2,Regular / Growth
15469,50,2,538.55,153,269.275,24,2,Regular / Growth
15471,2,1,454.48,256,454.48,67,2,Regular / Growth
15472,113,1,371.56,251,371.56,76,2,Regular / Growth
15473,14,7,1771.2,672,253.0285714,4,2,Regular / Growth
15475,77,1,454.11,319,454.11,29,2,Regular / Growth
15478,40,2,1399.92,575,699.96,34,2,Regular / Growth
15480,116,1,905.5,303,905.5,45,2,Regular / Growth
15482,16,12,10879.76,5004,906.6466667,46,1,High-Value Loyal
15483,161,4,225.26,291,56.315,74,0,At-Risk / Low-Value
15484,1,4,3590.41,3150,897.6025,135,1,High-Value Loyal
15485,30,3,2564.5,1281,854.8333333,59,1,High-Value Loyal
15488,93,1,91.32,73,91.32,2,0,At-Risk / Low-Value
15489,23,3,1134.28,608,378.0933333,47,2,Regular / Growth
15491,95,6,3100.09,1646,516.6816667,108,1,High-Value Loyal
15492,28,2,659.46,483,329.73,32,2,Regular / Growth
15493,33,5,1953.41,551,390.682,177,1,High-Value Loyal
15494,21,2,1280.58,1139,640.29,120,2,Regular / Growth
15497,18,2,1262.2,624,631.1,13,2,Regular / Growth
15498,3,27,13316.4,6105,493.2,360,1,High-Value Loyal
15500,8,4,1131.56,572,282.89,64,1,High-Value Loyal
15502,16,12,10384.93,4236,865.4108333,164,1,High-Value Loyal
15503,363,1,141.04,70,141.04,66,0,At-Risk / Low-Value
15504,81,1,52.83,33,52.83,13,0,At-Risk / Low-Value
15505,53,5,3610.96,2390,722.192,90,1,High-Value Loyal
15506,23,3,972.08,842,324.0266667,121,2,Regular / Growth
15507,172,1,475.86,160,475.86,41,2,Regular / Growth
15508,189,6,1000.27,440,166.7116667,78,2,Regular / Growth
15510,331,1,250.0,2,250.0,1,0,At-Risk / Low-Value
15511,12,5,900.53,269,180.106,117,2,Regular / Growth
15512,156,2,121.0,68,60.5,7,0,At-Risk / Low-Value
15513,33,19,14758.22,5709,776.7484211,183,1,High-Value Loyal
15514,12,11,4023.72,2098,365.7927273,96,1,High-Value Loyal
15516,45,3,62.43,27,20.81,15,0,At-Risk / Low-Value
15517,233,1,267.03,293,267.03,27,2,Regular / Growth
15518,64,8,1921.55,1263,240.19375,135,1,High-Value Loyal
15520,2,1,343.5,314,343.5,18,2,Regular / Growth
15521,40,8,3000.2,1836,375.025,116,1,High-Value Loyal
15522,33,2,397.99,572,198.995,47,2,Regular / Growth
15523,84,1,412.01,132,412.01,10,0,At-Risk / Low-Value
15524,25,1,440.0,4,440.0,1,0,At-Risk / Low-Value
15525,2,3,734.37,387,244.79,133,1,High-Value Loyal
15526,33,2,148.44,24,74.22,4,0,At-Risk / Low-Value
15527,19,8,2428.53,991,303.56625,127,1,High-Value Loyal
15528,254,1,229.33,123,229.33,26,0,At-Risk / Low-Value
15529,23,11,3962.6,3455,360.2363636,415,1,High-Value Loyal
15530,22,4,1497.31,938,374.3275,90,1,High-Value Loyal
15531,8,2,1972.39,1085,986.195,196,1,High-Value Loyal
15532,25,4,1564.73,515,391.1825,205,1,High-Value Loyal
15533,19,3,807.57,289,269.19,73,2,Regular / Growth
15535,173,4,502.9,135,125.725,55,2,Regular / Growth
15537,163,1,110.92,29,110.92,24,0,At-Risk / Low-Value
15539,7,1,538.46,410,538.46,41,2,Regular / Growth
15540,11,1,213.3,200,213.3,15,0,At-Risk / Low-Value
15541,114,1,85.13,49,85.13,29,0,At-Risk / Low-Value
15543,288,1,127.86,86,127.86,26,0,At-Risk / Low-Value
15544,9,9,3546.71,3109,394.0788889,122,1,High-Value Loyal
15545,54,2,288.97,162,144.485,78,2,Regular / Growth
15547,7,14,4910.6,3999,350.7571429,441,1,High-Value Loyal
15549,77,3,1681.46,694,560.4866667,104,2,Regular / Growth
15550,4,4,575.63,295,143.9075,43,2,Regular / Growth
15551,37,1,436.06,218,436.06,29,2,Regular / Growth
15552,217,1,90.12,60,90.12,17,0,At-Risk / Low-Value
15553,60,1,428.93,449,428.93,51,2,Regular / Growth
15554,278,1,217.2,74,217.2,14,0,At-Risk / Low-Value
15555,12,16,4794.86,4427,299.67875,401,1,High-Value Loyal
15556,24,1,279.77,236,279.77,31,2,Regular / Growth
15557,29,1,468.91,213,468.91,16,2,Regular / Growth
15561,12,4,800.59,267,200.1475,27,2,Regular / Growth
15562,352,1,134.55,39,134.55,1,0,At-Risk / Low-Value
15563,22,4,1400.44,1501,350.11,88,1,High-Value Loyal
15565,50,2,173.16,60,86.58,8,0,At-Risk / Low-Value
15567,19,1,186.01,223,186.01,7,0,At-Risk / Low-Value
15568,3,3,758.29,461,252.7633333,27,2,Regular / Growth
15569,104,5,1375.71,666,275.142,27,2,Regular / Growth
15570,7,12,4148.82,2063,345.735,231,1,High-Value Loyal
15571,12,4,650.43,264,162.6075,47,2,Regular / Growth
15572,5,7,2533.42,1213,361.9171429,166,1,High-Value Loyal
15573,32,2,591.19,355,295.595,88,2,Regular / Growth
15574,178,4,675.64,332,168.91,131,2,Regular / Growth
15576,38,1,921.37,394,921.37,43,2,Regular / Growth
15577,151,3,258.88,89,86.29333333,39,0,At-Risk / Low-Value
15578,162,1,127.1,52,127.1,13,0,At-Risk / Low-Value
15579,69,2,327.6,117,163.8,45,2,Regular / Growth
15581,121,13,3675.77,283,282.7515385,134,1,High-Value Loyal
15582,25,3,682.91,453,227.6366667,39,2,Regular / Growth
15584,24,4,720.86,313,180.215,89,2,Regular / Growth
15585,177,1,455.3,320,455.3,31,2,Regular / Growth
15587,50,4,913.68,312,228.42,3,2,Regular / Growth
15589,256,3,478.53,243,159.51,28,2,Regular / Growth
15592,47,1,388.58,354,388.58,24,2,Regular / Growth
15593,71,1,199.8,60,199.8,5,0,At-Risk / Low-Value
15594,16,5,1771.78,983,354.356,85,1,High-Value Loyal
15596,101,5,1406.59,561,281.318,51,2,Regular / Growth
15597,35,1,324.57,279,324.57,22,2,Regular / Growth
15598,53,1,240.68,160,240.68,14,0,At-Risk / Low-Value
15599,27,2,761.74,718,380.87,50,2,Regular / Growth
15601,11,14,6776.56,4983,484.04,230,1,High-Value Loyal
15602,8,9,1297.87,1137,144.2077778,30,1,High-Value Loyal
15603,79,1,48.48,96,48.48,2,0,At-Risk / Low-Value
15604,52,1,216.39,159,216.39,17,0,At-Risk / Low-Value
15605,36,5,1198.23,441,239.646,61,2,Regular / Growth
15606,61,9,2920.16,892,324.4622222,48,1,High-Value Loyal
15607,337,1,104.76,202,104.76,13,0,At-Risk / Low-Value
15608,28,4,1093.68,714,273.42,59,2,Regular / Growth
15609,184,1,298.48,148,298.48,16,0,At-Risk / Low-Value
15610,52,1,112.46,66,112.46,6,0,At-Risk / Low-Value
15611,10,13,1591.45,504,122.4192308,23,1,High-Value Loyal
15612,36,2,195.15,52,97.575,4,0,At-Risk / Low-Value
15615,10,23,10399.74,5508,452.1626087,184,1,High-Value Loyal
15618,33,4,776.851,454,194.21275,39,2,Regular / Growth
15619,11,1,336.4,136,336.4,3,0,At-Risk / Low-Value
15620,57,3,1553.18,915,517.7266667,92,2,Regular / Growth
15621,4,4,1293.03,501,323.2575,11,2,Regular / Growth
15622,43,9,3709.56,1674,412.1733333,169,1,High-Value Loyal
15623,141,1,301.03,125,301.03,19,0,At-Risk / Low-Value
15624,117,4,588.13,357,147.0325,26,2,Regular / Growth
15625,104,4,1534.26,1188,383.565,44,2,Regular / Growth
15626,75,2,675.8,766,337.9,49,2,Regular / Growth
15628,5,9,2870.24,1894,318.9155556,85,1,High-Value Loyal
15630,45,2,1186.35,800,593.175,57,2,Regular / Growth
15632,16,8,3285.31,2109,410.66375,107,1,High-Value Loyal
15634,17,1,243.55,99,243.55,15,0,At-Risk / Low-Value
15636,90,2,724.76,284,362.38,20,2,Regular / Growth
15637,53,1,223.36,128,223.36,15,0,At-Risk / Low-Value
15639,134,1,425.32,323,425.32,25,2,Regular / Growth
15640,4,15,12416.11,6572,827.7406667,240,1,High-Value Loyal
15641,105,4,1887.2,1562,471.8,102,1,High-Value Loyal
15643,192,3,664.0,246,221.3333333,31,2,Regular / Growth
15644,166,4,803.54,550,200.885,166,2,Regular / Growth
15645,19,1,612.01,256,612.01,50,2,Regular / Growth
15646,158,3,447.64,394,149.2133333,35,2,Regular / Growth
15648,204,2,639.5,218,319.75,23,2,Regular / Growth
15649,336,2,816.0,192,408.0,1,0,At-Risk / Low-Value
15651,37,3,646.3,479,215.4333333,27,2,Regular / Growth
15652,91,1,337.74,208,337.74,21,2,Regular / Growth
15653,93,2,877.44,1200,438.72,4,2,Regular / Growth
15654,9,2,922.53,475,461.265,15,2,Regular / Growth
15655,243,1,560.67,324,560.67,34,2,Regular / Growth
15656,45,4,748.5,343,187.125,46,2,Regular / Growth
15657,23,1,30.0,24,30.0,1,0,At-Risk / Low-Value
15658,190,5,1024.1,242,204.82,40,2,Regular / Growth
15659,44,1,306.45,111,306.45,11,0,At-Risk / Low-Value
15660,25,9,1600.86,1050,177.8733333,55,1,High-Value Loyal
15661,317,2,309.8,236,154.9,4,0,At-Risk / Low-Value
15663,106,1,138.14,106,138.14,9,0,At-Risk / Low-Value
15664,51,1,386.43,157,386.43,17,2,Regular / Growth
15665,168,2,2222.21,1654,1111.105,92,2,Regular / Growth
15667,40,1,301.32,240,301.32,13,2,Regular / Growth
15668,218,1,76.32,72,76.32,1,0,At-Risk / Low-Value
15669,40,4,684.34,342,171.085,31,2,Regular / Growth
15670,297,1,173.05,91,173.05,12,0,At-Risk / Low-Value
15671,19,7,2657.13,1699,379.59,52,1,High-Value Loyal
15673,88,4,2726.23,1451,681.5575,107,1,High-Value Loyal
15674,73,5,2446.6,1275,489.32,88,1,High-Value Loyal
15675,81,3,323.69,527,107.8966667,20,0,At-Risk / Low-Value
15676,19,3,3435.76,2252,1145.253333,191,1,High-Value Loyal
15677,49,1,657.23,319,657.23,33,2,Regular / Growth
15678,53,1,352.7,184,352.7,12,2,Regular / Growth
15679,24,4,781.28,1170,195.32,98,2,Regular / Growth
15680,9,3,1333.68,952,444.56,61,1,High-Value Loyal
15681,25,5,1426.16,816,285.232,32,2,Regular / Growth
15683,117,1,193.75,131,193.75,10,0,At-Risk / Low-Value
15687,9,9,2993.1,1310,332.5666667,119,1,High-Value Loyal
15689,120,2,254.1,84,127.05,8,0,At-Risk / Low-Value
15690,4,2,239.76,408,119.88,19,2,Regular / Growth
15691,252,1,136.8,72,136.8,2,0,At-Risk / Low-Value
15692,28,1,191.04,138,191.04,12,0,At-Risk / Low-Value
15694,1,14,6479.4,1677,462.8142857,42,1,High-Value Loyal
15695,267,2,409.98,212,204.99,22,0,At-Risk / Low-Value
15696,33,8,2711.11,1015,338.88875,140,1,High-Value Loyal
15699,18,1,309.65,113,309.65,18,2,Regular / Growth
15700,172,2,696.68,357,348.34,85,2,Regular / Growth
15701,2,4,1529.0,912,382.25,193,1,High-Value Loyal
15703,265,1,211.5,66,211.5,5,0,At-Risk / Low-Value
15704,140,4,2293.62,1028,573.405,79,2,Regular / Growth
15705,201,1,143.1,62,143.1,6,0,At-Risk / Low-Value
15706,64,4,1060.56,321,265.14,50,2,Regular / Growth
15707,35,4,916.98,594,229.245,126,2,Regular / Growth
15708,41,7,3235.25,1217,462.1785714,124,1,High-Value Loyal
15709,284,1,133.25,121,133.25,6,0,At-Risk / Low-Value
15712,9,5,1072.36,486,214.472,41,2,Regular / Growth
15713,143,2,356.7,150,178.35,18,0,At-Risk / Low-Value
15714,12,2,330.03,186,165.015,34,2,Regular / Growth
15716,146,4,1101.11,738,275.2775,101,2,Regular / Growth
15717,234,1,150.3,70,150.3,7,0,At-Risk / Low-Value
15719,33,13,5030.07,2718,386.9284615,299,1,High-Value Loyal
15720,24,1,598.73,281,598.73,128,2,Regular / Growth
15721,12,1,471.4,388,471.4,80,2,Regular / Growth
15722,36,5,2211.21,1023,442.242,45,1,High-Value Loyal
15723,365,1,190.7,73,190.7,37,0,At-Risk / Low-Value
15724,201,2,218.25,73,109.125,11,0,At-Risk / Low-Value
15725,15,1,415.25,221,415.25,32,2,Regular / Growth
15727,17,7,5159.06,3063,737.0085714,213,1,High-Value Loyal
15729,213,1,85.0,28,85.0,5,0,At-Risk / Low-Value
15730,66,3,1120.88,689,373.6266667,68,2,Regular / Growth
15732,212,2,294.12,215,147.06,13,0,At-Risk / Low-Value
15733,283,1,162.3,62,162.3,10,0,At-Risk / Low-Value
15734,115,2,1339.45,346,669.725,25,2,Regular / Growth
15737,15,8,1188.12,597,148.515,60,1,High-Value Loyal
15738,19,16,4812.42,2982,300.77625,46,1,High-Value Loyal
15739,66,1,449.12,472,449.12,8,2,Regular / Growth
15740,49,1,154.88,152,154.88,9,0,At-Risk / Low-Value
15743,16,4,775.96,214,193.99,59,2,Regular / Growth
15744,78,1,34.8,120,34.8,3,0,At-Risk / Low-Value
15745,19,4,1094.59,421,273.6475,57,2,Regular / Growth
15746,134,1,196.88,178,196.88,28,0,At-Risk / Low-Value
15747,13,3,946.64,466,315.5466667,52,2,Regular / Growth
15748,40,1,144.36,50,144.36,19,0,At-Risk / Low-Value
